19990308 2.0 1.001
19990309 2.0 1.022
19990310 2.0 1.044
19990311 2.0 1.065
19991127 2.0 1.01
19991128 2.0 1.01
20001112 2.0 1.302
20001113 2.0 1.355
20001114 2.0 1.401
20001115 2.0 1.439
20001116 2.0 1.469
20001117 2.0 1.492
20010307 2.0 1.564
20010308 2.0 1.422
20010309 2.0 1.276
20010310 2.0 1.13
20020116 2.0 1.032
20020117 2.0 1.13
20020118 2.0 1.246
20021216 2.0 2.324
20021217 2.0 2.355
20021218 2.0 2.385
20021219 2.0 2.412
20021220 2.0 2.435
20040118 2.0 2.243
20040119 2.0 2.253
20040120 2.0 2.255
20040121 2.0 2.248
20040122 2.0 2.233
20040123 2.0 2.211
20040124 2.0 2.181
20040125 2.0 2.146
20040228 2.0 1.12
20040229 2.0 1.152
20040301 2.0 1.176
20040302 2.0 1.189
20040303 2.0 1.189
20041028 2.0 1.032
20041029 2.0 1.082
20041220 2.0 1.062
20041221 2.0 1.087
20041222 2.0 1.118
20041223 2.0 1.156
20050221 2.0 1.217
20050222 2.0 1.275
20050223 2.0 1.313
20050224 2.0 1.327
20050225 2.0 1.316
20050226 2.0 1.278
20050227 2.0 1.215
20050228 2.0 1.126
20050301 2.0 1.013
20050430 2.0 1.842
20050501 2.0 1.812
20050502 2.0 1.789
20050503 2.0 1.772
20060109 2.0 1.078
20060110 2.0 1.157
20060111 2.0 1.221
20060217 2.0 2.033
20060218 2.0 1.984
20060219 2.0 1.933
20060220 2.0 1.882
20060221 2.0 1.831
20061221 2.0 1.012
20070218 2.0 1.031
20070219 2.0 1.034
20070220 2.0 1.044
20070221 2.0 1.061
20071208 2.0 2.214
20071209 2.0 2.266
20071210 2.0 2.316
20071211 2.0 2.36
20071212 2.0 2.396
20071213 2.0 2.424
20080128 2.0 2.596
20080129 2.0 2.559
20080130 2.0 2.522
20080131 2.0 2.487
20080201 2.0 2.452
20080312 2.0 1.001
20080313 2.0 1.042
20080314 2.0 1.074
20080315 2.0 1.095
20080316 2.0 1.104
20080317 2.0 1.101
20080318 2.0 1.087
20090125 2.0 1.645
20090126 2.0 1.638
20090127 2.0 1.621
20090128 2.0 1.594
20090129 2.0 1.557
20090403 2.0 1.26
20090404 2.0 1.325
20090405 2.0 1.394
20090406 2.0 1.466
20090407 2.0 1.536
20090408 2.0 1.601
20091103 2.0 1.223
20091104 2.0 1.266
20091105 2.0 1.312
20091106 2.0 1.362
20091107 2.0 1.415
20100209 2.0 1.376
20100210 2.0 1.418
20100211 2.0 1.451
20100212 2.0 1.473
20100213 2.0 1.484
20100214 2.0 1.483
20100215 2.0 1.469
20100216 2.0 1.444
20120115 2.0 1.262
20120116 2.0 1.265
20120117 2.0 1.261
20120118 2.0 1.255
20120221 2.0 1.624
20120222 2.0 1.59
20120223 2.0 1.569
20120224 2.0 1.563
20120225 2.0 1.573
20120411 2.0 1.636
20120412 2.0 1.592
20120413 2.0 1.551
20120414 2.0 1.51
20120415 2.0 1.468
20120416 2.0 1.423
20130207 2.0 1.836
20130208 2.0 1.844
20130209 2.0 1.842
20130210 2.0 1.832
20130211 2.0 1.813
20130212 2.0 1.789
20130326 2.0 1.593
20130327 2.0 1.537
20130328 2.0 1.482
20130329 2.0 1.433
20130330 2.0 1.393
20130504 2.0 1.07
20130505 2.0 1.036
20130506 2.0 1.002
20140323 2.0 1.009
20140324 2.0 1.026
20141123 2.0 1.011
20141221 2.0 1.043
20141222 2.0 1.147
20141223 2.0 1.232
20150329 2.0 1.788
20150330 2.0 1.763
20150331 2.0 1.726
20150401 2.0 1.676
20150402 2.0 1.615
20150403 2.0 1.544
