19990131 5.0 1.192
19990201 5.0 1.182
19990202 5.0 1.173
19990203 5.0 1.168
19990204 5.0 1.171
19991212 5.0 1.028
19991213 5.0 1.094
19991214 5.0 1.149
19991215 5.0 1.19
19991216 5.0 1.213
20001128 5.0 1.471
20001129 5.0 1.462
20001130 5.0 1.455
20001201 5.0 1.448
20001202 5.0 1.441
20010208 5.0 1.724
20010209 5.0 1.736
20010210 5.0 1.751
20010211 5.0 1.772
20010212 5.0 1.798
20020203 5.0 1.72
20020204 5.0 1.625
20020205 5.0 1.527
20020206 5.0 1.427
20020207 5.0 1.329
20020208 5.0 1.235
20020511 5.0 1.134
20020512 5.0 1.065
20021120 5.0 1.405
20021121 5.0 1.437
20021122 5.0 1.474
20021123 5.0 1.518
20021124 5.0 1.569
20030102 5.0 2.085
20030103 5.0 2.023
20030104 5.0 1.963
20030105 5.0 1.907
20030106 5.0 1.856
20030227 5.0 1.039
20030228 5.0 1.132
20030301 5.0 1.221
20030302 5.0 1.3
20030510 5.0 1.513
20030511 5.0 1.528
20030512 5.0 1.533
20030513 5.0 1.527
20030514 5.0 1.511
20030515 5.0 1.487
20030516 5.0 1.455
20031215 5.0 1.466
20031216 5.0 1.541
20031217 5.0 1.618
20031218 5.0 1.694
20031219 5.0 1.767
20031220 5.0 1.833
20040205 5.0 1.918
20040206 5.0 1.949
20040207 5.0 1.983
20040208 5.0 2.016
20040209 5.0 2.044
20040312 5.0 1.207
20040313 5.0 1.276
20040314 5.0 1.35
20040315 5.0 1.422
20040316 5.0 1.486
20040317 5.0 1.536
20040509 5.0 1.261
20040510 5.0 1.25
20040511 5.0 1.226
20040512 5.0 1.19
20040513 5.0 1.144
20040514 5.0 1.087
20040515 5.0 1.022
20050104 5.0 1.468
20050105 5.0 1.453
20050106 5.0 1.432
20050107 5.0 1.405
20050108 5.0 1.375
20050109 5.0 1.342
20050406 5.0 2.115
20050407 5.0 2.091
20050408 5.0 2.061
20050409 5.0 2.033
20050410 5.0 2.013
20050514 5.0 1.198
20050515 5.0 1.089
20060121 5.0 1.414
20060122 5.0 1.483
20060123 5.0 1.564
20060124 5.0 1.652
20060125 5.0 1.742
20060305 5.0 1.096
20060306 5.0 1.005
20070101 5.0 1.743
20070102 5.0 1.794
20070103 5.0 1.836
20070104 5.0 1.867
20070105 5.0 1.882
20070106 5.0 1.882
20070304 5.0 1.363
20070305 5.0 1.347
20070306 5.0 1.317
20070307 5.0 1.271
20070308 5.0 1.211
20070309 5.0 1.138
20070310 5.0 1.055
20071114 5.0 1.028
20071115 5.0 1.089
20071226 5.0 2.286
20071227 5.0 2.281
20071228 5.0 2.278
20071229 5.0 2.276
20071230 5.0 2.276
20071231 5.0 2.275
20080101 5.0 2.275
20080213 5.0 2.041
20080214 5.0 2.017
20080215 5.0 1.995
20080216 5.0 1.971
20080217 5.0 1.945
20080218 5.0 1.914
20090207 5.0 1.325
20090208 5.0 1.34
20090209 5.0 1.354
20090210 5.0 1.36
20090420 5.0 1.303
20090421 5.0 1.229
20090422 5.0 1.17
20090423 5.0 1.131
20091119 5.0 1.596
20091120 5.0 1.557
20091121 5.0 1.517
20091122 5.0 1.478
20091123 5.0 1.445
20100108 5.0 1.158
20100109 5.0 1.168
20100110 5.0 1.192
20100111 5.0 1.229
20100112 5.0 1.28
20120127 5.0 1.394
20120128 5.0 1.423
20120129 5.0 1.451
20120130 5.0 1.481
20120131 5.0 1.512
20120313 5.0 2.018
20120314 5.0 1.99
20120315 5.0 1.959
20120316 5.0 1.928
20120317 5.0 1.901
20120318 5.0 1.879
20130102 5.0 1.032
20130103 5.0 1.08
20130104 5.0 1.121
20130105 5.0 1.154
20130106 5.0 1.179
20130107 5.0 1.195
20130108 5.0 1.202
20130109 5.0 1.201
20130223 5.0 2.033
20130224 5.0 2.106
20130225 5.0 2.17
20130226 5.0 2.222
20130227 5.0 2.257
20130228 5.0 2.273
20130301 5.0 2.269
20130411 5.0 1.408
20130412 5.0 1.365
20130413 5.0 1.312
20130414 5.0 1.251
20130415 5.0 1.186
20140220 5.0 1.199
20140221 5.0 1.129
20140222 5.0 1.063
20140223 5.0 1.008
20140410 5.0 1.021
20150102 5.0 1.136
20150103 5.0 1.195
20150104 5.0 1.285
20150105 5.0 1.395
20150302 5.0 1.016
20150303 5.0 1.052
20150304 5.0 1.083
20150305 5.0 1.113
20150306 5.0 1.141
