0.0000000000e+00 0.0000000000e+00 1.0000000000e+00 1.0000000000e+00
1.0000000000e-02 9.9997916693e-03 9.9995000083e-01 9.9998750044e-01
2.0000000000e-02 1.9998333453e-02 9.9980001333e-01 9.9995000708e-01
3.0000000000e-02 2.9994375920e-02 9.9955006749e-01 9.9988753585e-01
4.0000000000e-02 3.9986670554e-02 9.9920021326e-01 9.9980011329e-01
5.0000000000e-02 4.9973970202e-02 9.9875052055e-01 9.9968777655e-01
6.0000000000e-02 5.9955029534e-02 9.9820107916e-01 9.9955057331e-01
7.0000000000e-02 6.9928605489e-02 9.9755199871e-01 9.9938856184e-01
8.0000000000e-02 7.9893457731e-02 9.9680340861e-01 9.9920181087e-01
9.0000000000e-02 8.9848349089e-02 9.9595545792e-01 9.9899039962e-01
1.0000000000e-01 9.9792046008e-02 9.9500831532e-01 9.9875441771e-01
1.1000000000e-01 1.0972331898e-01 9.9396216893e-01 9.9849396509e-01
1.2000000000e-01 1.1964094300e-01 9.9281722626e-01 9.9820915203e-01
1.3000000000e-01 1.2954369798e-01 9.9157371401e-01 9.9790009900e-01
1.4000000000e-01 1.3943036917e-01 9.9023187797e-01 9.9756693662e-01
1.5000000000e-01 1.4929974761e-01 9.8879198286e-01 9.9720980558e-01
1.6000000000e-01 1.5915063054e-01 9.8725431212e-01 9.9682885652e-01
1.7000000000e-01 1.6898182177e-01 9.8561916779e-01 9.9642424999e-01
1.8000000000e-01 1.7879213216e-01 9.8388687026e-01 9.9599615630e-01
1.9000000000e-01 1.8858037995e-01 9.8205775813e-01 9.9554475543e-01
2.0000000000e-01 1.9834539119e-01 9.8013218792e-01 9.9507023694e-01
2.1000000000e-01 2.0808600013e-01 9.7811053391e-01 9.9457279982e-01
2.2000000000e-01 2.1780104957e-01 9.7599318789e-01 9.9405265238e-01
2.3000000000e-01 2.2748939124e-01 9.7378055889e-01 9.9351001214e-01
2.4000000000e-01 2.3714988619e-01 9.7147307296e-01 9.9294510567e-01
2.5000000000e-01 2.4678140511e-01 9.6907117287e-01 9.9235816847e-01
2.6000000000e-01 2.5638282867e-01 9.6657531789e-01 9.9174944481e-01
2.7000000000e-01 2.6595304790e-01 9.6398598346e-01 9.9111918762e-01
2.8000000000e-01 2.7549096446e-01 9.6130366092e-01 9.9046765829e-01
2.9000000000e-01 2.8499549103e-01 9.5852885720e-01 9.8979512654e-01
3.0000000000e-01 2.9446555152e-01 9.5566209455e-01 9.8910187025e-01
3.1000000000e-01 3.0390008146e-01 9.5270391019e-01 9.8838817532e-01
3.2000000000e-01 3.1329802824e-01 9.4965485599e-01 9.8765433547e-01
3.3000000000e-01 3.2265835140e-01 9.4651549817e-01 9.8690065207e-01
3.4000000000e-01 3.3198002290e-01 9.4328641695e-01 9.8612743400e-01
3.5000000000e-01 3.4126202736e-01 9.3996820621e-01 9.8533499743e-01
3.6000000000e-01 3.5050336232e-01 9.3656147316e-01 9.8452366566e-01
3.7000000000e-01 3.5970303850e-01 9.3306683796e-01 9.8369376892e-01
3.8000000000e-01 3.6886007995e-01 9.2948493340e-01 9.8284564421e-01
3.9000000000e-01 3.7797352437e-01 9.2581640452e-01 9.8197963508e-01
4.0000000000e-01 3.8704242319e-01 9.2206190825e-01 9.8109609145e-01
4.1000000000e-01 3.9606584188e-01 9.1822211305e-01 9.8019536941e-01
4.2000000000e-01 4.0504286004e-01 9.1429769853e-01 9.7927783104e-01
4.3000000000e-01 4.1397257161e-01 9.1028935507e-01 9.7834384420e-01
4.4000000000e-01 4.2285408501e-01 9.0619778348e-01 9.7739378230e-01
4.5000000000e-01 4.3168652333e-01 9.0202369458e-01 9.7642802417e-01
4.6000000000e-01 4.4046902437e-01 8.9776780883e-01 9.7544695378e-01
4.7000000000e-01 4.4920074088e-01 8.9343085597e-01 9.7445096007e-01
4.8000000000e-01 4.5788084057e-01 8.8901357461e-01 9.7344043678e-01
4.9000000000e-01 4.6650850626e-01 8.8451671187e-01 9.7241578216e-01
5.0000000000e-01 4.7508293598e-01 8.7994102299e-01 9.7137739884e-01
5.1000000000e-01 4.8360334301e-01 8.7528727091e-01 9.7032569359e-01
5.2000000000e-01 4.9206895598e-01 8.7055622596e-01 9.6926107712e-01
5.3000000000e-01 5.0047901889e-01 8.6574866540e-01 9.6818396387e-01
5.4000000000e-01 5.0883279119e-01 8.6086537310e-01 9.6709477180e-01
5.5000000000e-01 5.1712954781e-01 8.5590713911e-01 9.6599392218e-01
